entry_time,entry_price,entry_dir,exit_time,exit_price,exit_reason,entry_reason,raw_points,export_slippage_one_way_pts,export_slippage_round_trip_pts,export_net_points,export_net_pnl
2026-01-30 21:15:00,32079.0,SHORT,2026-01-31 01:00:00,32104.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-25.0,2.0,4.0,-29.0,-5800.0
2026-01-31 01:15:00,32007.0,SHORT,2026-01-31 01:45:00,32031.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-24.0,2.0,4.0,-28.0,-5600.0
2026-01-31 02:00:00,31977.0,SHORT,2026-01-31 03:30:00,32002.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-25.0,2.0,4.0,-29.0,-5800.0
2026-01-31 03:45:00,31961.0,SHORT,2026-02-02 15:30:00,31699.0,"ATR移動停利(啟動: K=2 * ATR35=228.17點, 回落: K=2 * ATR25=225.84點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,262.0,2.0,4.0,258.0,51600.0
2026-02-03 01:00:00,32230.0,LONG,2026-02-03 10:15:00,32202.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-28.0,2.0,4.0,-32.0,-6400.0
2026-02-03 11:45:00,32178.0,LONG,2026-02-03 19:45:00,32332.0,"ATR移動停利(啟動: K=2 * ATR35=143.83點, 回落: K=2 * ATR25=109.92點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,154.0,2.0,4.0,150.0,30000.0
2026-02-03 20:30:00,32396.0,LONG,2026-02-03 23:15:00,32108.0,"ATR停損(K=3.0, ATR=10, 門檻=220.20點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-288.0,2.0,4.0,-292.0,-58400.0
2026-02-04 01:30:00,31967.0,SHORT,2026-02-04 05:00:00,32050.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-83.0,2.0,4.0,-87.0,-17400.0
2026-02-04 10:30:00,32425.0,LONG,2026-02-04 22:15:00,32470.0,"ATR移動停利(啟動: K=2 * ATR35=94.46點, 回落: K=2 * ATR25=92.00點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,45.0,2.0,4.0,41.0,8200.0
2026-02-05 01:15:00,32024.0,SHORT,2026-02-05 04:15:00,32036.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-12.0,2.0,4.0,-16.0,-3200.0
2026-02-05 04:30:00,31975.0,SHORT,2026-02-05 09:15:00,32074.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-99.0,2.0,4.0,-103.0,-20600.0
2026-02-05 10:15:00,32033.0,SHORT,2026-02-05 10:45:00,32096.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-63.0,2.0,4.0,-67.0,-13400.0
2026-02-05 11:15:00,31954.0,SHORT,2026-02-05 15:45:00,31978.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-24.0,2.0,4.0,-28.0,-5600.0
2026-02-05 16:15:00,31918.0,SHORT,2026-02-05 17:45:00,31935.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-17.0,2.0,4.0,-21.0,-4200.0
2026-02-05 18:00:00,31884.0,SHORT,2026-02-05 23:00:00,31853.0,"ATR移動停利(啟動: K=2 * ATR35=168.06點, 回落: K=2 * ATR25=179.52點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,31.0,2.0,4.0,27.0,5400.0
2026-02-05 23:30:00,31567.0,SHORT,2026-02-06 02:00:00,32005.0,"ATR停損(K=3.0, ATR=10, 門檻=408.60點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-438.0,2.0,4.0,-442.0,-88400.0
2026-02-06 11:00:00,31806.0,SHORT,2026-02-06 15:15:00,31847.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-41.0,2.0,4.0,-45.0,-9000.0
2026-02-06 19:15:00,32146.0,LONG,2026-02-06 21:15:00,32150.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,4.0,2.0,4.0,0.0,0.0
2026-02-06 21:30:00,32182.0,LONG,2026-02-10 21:15:00,33267.0,"ATR移動停利(啟動: K=2 * ATR35=103.20點, 回落: K=2 * ATR25=101.28點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,1085.0,2.0,4.0,1081.0,216200.0
2026-02-10 22:30:00,33395.0,LONG,2026-02-11 09:00:00,33349.0,"ATR停損(K=3.0, ATR=10, 門檻=100.20點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-46.0,2.0,4.0,-50.0,-10000.0
2026-02-11 09:30:00,33380.0,LONG,2026-02-11 13:15:00,33804.0,結算日13:15開盤強平,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,424.0,2.0,4.0,420.0,84000.0
2026-02-23 09:00:00,34269.0,LONG,2026-02-23 13:00:00,33955.0,"ATR停損(K=3.0, ATR=10, 門檻=247.80點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-314.0,2.0,4.0,-318.0,-63600.0
2026-02-23 22:45:00,34153.0,LONG,2026-02-24 00:00:00,34143.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-10.0,2.0,4.0,-14.0,-2800.0
2026-02-24 02:30:00,34035.0,LONG,2026-02-25 03:15:00,35201.0,"ATR移動停利(啟動: K=2 * ATR35=114.46點, 回落: K=2 * ATR25=126.96點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,1166.0,2.0,4.0,1162.0,232400.0
2026-02-25 04:00:00,35221.0,LONG,2026-02-25 11:30:00,35484.0,"ATR移動停利(啟動: K=2 * ATR35=184.63點, 回落: K=2 * ATR25=183.52點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,263.0,2.0,4.0,259.0,51800.0
2026-02-25 12:00:00,35489.0,LONG,2026-02-25 15:45:00,35489.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,0.0,2.0,4.0,-4.0,-800.0
2026-02-25 16:00:00,35483.0,LONG,2026-02-25 23:30:00,35501.0,"ATR移動停利(啟動: K=2 * ATR35=106.29點, 回落: K=2 * ATR25=100.72點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,18.0,2.0,4.0,14.0,2800.0
2026-02-26 00:30:00,35601.0,LONG,2026-02-26 09:15:00,35511.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-90.0,2.0,4.0,-94.0,-18800.0
2026-02-26 11:00:00,35651.0,LONG,2026-02-26 11:30:00,35642.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-9.0,2.0,4.0,-13.0,-2600.0
2026-02-26 11:45:00,35658.0,LONG,2026-02-26 19:15:00,35711.0,"ATR移動停利(啟動: K=2 * ATR35=153.43點, 回落: K=2 * ATR25=115.36點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,53.0,2.0,4.0,49.0,9800.0
2026-02-26 20:45:00,35791.0,LONG,2026-02-26 22:45:00,35620.0,"ATR停損(K=3.0, ATR=10, 門檻=162.60點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-171.0,2.0,4.0,-175.0,-35000.0
2026-02-27 01:00:00,35036.0,SHORT,2026-02-27 03:00:00,35114.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-78.0,2.0,4.0,-82.0,-16400.0
2026-02-27 04:30:00,35131.0,SHORT,2026-03-02 09:30:00,35309.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-178.0,2.0,4.0,-182.0,-36400.0
2026-03-02 11:30:00,35426.0,LONG,2026-03-02 13:30:00,35268.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-158.0,2.0,4.0,-162.0,-32400.0
2026-03-02 15:30:00,34838.0,SHORT,2026-03-02 17:30:00,34893.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-55.0,2.0,4.0,-59.0,-11800.0
2026-03-02 17:45:00,34911.0,SHORT,2026-03-02 20:15:00,34915.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-4.0,2.0,4.0,-8.0,-1600.0
2026-03-02 20:30:00,34865.0,SHORT,2026-03-02 23:00:00,35114.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-249.0,2.0,4.0,-253.0,-50600.0
2026-03-03 02:30:00,35288.0,LONG,2026-03-03 03:15:00,35164.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-124.0,2.0,4.0,-128.0,-25600.0
2026-03-03 03:30:00,35291.0,LONG,2026-03-03 04:30:00,35104.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-187.0,2.0,4.0,-191.0,-38200.0
2026-03-03 09:30:00,35231.0,LONG,2026-03-03 09:45:00,35085.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-146.0,2.0,4.0,-150.0,-30000.0
2026-03-03 10:00:00,34991.0,SHORT,2026-03-03 20:30:00,33706.0,"ATR移動停利(啟動: K=2 * ATR35=283.83點, 回落: K=2 * ATR25=270.00點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,1285.0,2.0,4.0,1281.0,256200.0
2026-03-03 20:45:00,33691.0,SHORT,2026-03-04 00:30:00,33333.0,"ATR移動停利(啟動: K=2 * ATR35=316.17點, 回落: K=2 * ATR25=346.16點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,358.0,2.0,4.0,354.0,70800.0
2026-03-04 02:15:00,33375.0,SHORT,2026-03-04 10:00:00,33508.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-133.0,2.0,4.0,-137.0,-27400.0
2026-03-04 10:15:00,33385.0,SHORT,2026-03-04 17:30:00,33238.0,"ATR移動停利(啟動: K=2 * ATR35=406.40點, 回落: K=2 * ATR25=378.48點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,147.0,2.0,4.0,143.0,28600.0
2026-03-05 09:30:00,34265.0,LONG,2026-03-05 10:15:00,33720.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-545.0,2.0,4.0,-549.0,-109800.0
2026-03-05 12:00:00,33522.0,SHORT,2026-03-05 13:15:00,33757.0,突破KAMA,空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-235.0,2.0,4.0,-239.0,-47800.0
2026-03-05 13:45:00,33657.0,SHORT,2026-03-05 17:30:00,33706.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-49.0,2.0,4.0,-53.0,-10600.0
2026-03-05 19:00:00,33556.0,SHORT,2026-03-05 19:30:00,33712.0,突破KAMA,空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-156.0,2.0,4.0,-160.0,-32000.0
2026-03-05 21:00:00,33558.0,SHORT,2026-03-05 23:15:00,33633.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-75.0,2.0,4.0,-79.0,-15800.0
2026-03-05 23:45:00,33273.0,SHORT,2026-03-06 09:00:00,33360.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-87.0,2.0,4.0,-91.0,-18200.0
2026-03-06 13:45:00,33674.0,LONG,2026-03-06 16:30:00,33650.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-24.0,2.0,4.0,-28.0,-5600.0
2026-03-06 17:00:00,33690.0,LONG,2026-03-06 17:30:00,33541.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-149.0,2.0,4.0,-153.0,-30600.0
2026-03-06 18:00:00,33392.0,SHORT,2026-03-09 13:45:00,31989.0,"ATR移動停利(啟動: K=2 * ATR35=428.57點, 回落: K=2 * ATR25=499.52點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,1403.0,2.0,4.0,1399.0,279800.0
2026-03-09 15:15:00,31905.0,SHORT,2026-03-09 15:30:00,31935.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-30.0,2.0,4.0,-34.0,-6800.0
2026-03-10 03:45:00,33287.0,LONG,2026-03-10 09:15:00,33039.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-248.0,2.0,4.0,-252.0,-50400.0
2026-03-10 09:30:00,33117.0,LONG,2026-03-10 11:00:00,33056.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-61.0,2.0,4.0,-65.0,-13000.0
2026-03-10 15:45:00,33063.0,LONG,2026-03-10 19:00:00,33050.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-13.0,2.0,4.0,-17.0,-3400.0
2026-03-10 23:00:00,33216.0,LONG,2026-03-11 00:30:00,33201.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-15.0,2.0,4.0,-19.0,-3800.0
2026-03-11 00:45:00,33243.0,LONG,2026-03-11 02:45:00,33176.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-67.0,2.0,4.0,-71.0,-14200.0
2026-03-11 10:15:00,33680.0,LONG,2026-03-11 15:45:00,33794.0,"ATR移動停利(啟動: K=2 * ATR35=293.37點, 回落: K=2 * ATR25=297.52點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,114.0,2.0,4.0,110.0,22000.0
2026-03-11 18:45:00,33743.0,LONG,2026-03-11 19:45:00,33661.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-82.0,2.0,4.0,-86.0,-17200.0
2026-03-11 20:45:00,33748.0,LONG,2026-03-11 23:45:00,33747.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-1.0,2.0,4.0,-5.0,-1000.0
2026-03-12 01:00:00,33770.0,LONG,2026-03-12 02:00:00,33700.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-70.0,2.0,4.0,-74.0,-14800.0
2026-03-12 04:00:00,33831.0,LONG,2026-03-12 11:00:00,33396.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-435.0,2.0,4.0,-439.0,-87800.0
2026-03-12 16:00:00,33647.0,LONG,2026-03-12 17:30:00,33623.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-24.0,2.0,4.0,-28.0,-5600.0
2026-03-12 17:45:00,33669.0,LONG,2026-03-12 20:30:00,33670.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,1.0,2.0,4.0,-3.0,-600.0
2026-03-12 22:45:00,32797.0,SHORT,2026-03-13 00:00:00,32813.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-16.0,2.0,4.0,-20.0,-4000.0
2026-03-13 00:15:00,32797.0,SHORT,2026-03-13 01:00:00,32807.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-10.0,2.0,4.0,-14.0,-2800.0
2026-03-13 01:15:00,32751.0,SHORT,2026-03-13 09:15:00,32866.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-115.0,2.0,4.0,-119.0,-23800.0
2026-03-13 13:45:00,33308.0,LONG,2026-03-13 15:30:00,32945.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-363.0,2.0,4.0,-367.0,-73400.0
2026-03-13 15:45:00,32901.0,SHORT,2026-03-13 17:15:00,32935.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-34.0,2.0,4.0,-38.0,-7600.0
2026-03-13 17:30:00,32924.0,SHORT,2026-03-13 19:15:00,33242.0,突破KAMA,空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-318.0,2.0,4.0,-322.0,-64400.0
2026-03-13 21:15:00,33406.0,LONG,2026-03-13 22:30:00,33382.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-24.0,2.0,4.0,-28.0,-5600.0
2026-03-14 00:15:00,32919.0,SHORT,2026-03-14 03:00:00,33000.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-81.0,2.0,4.0,-85.0,-17000.0
2026-03-14 03:15:00,32987.0,SHORT,2026-03-16 09:15:00,33578.0,"ATR停損(K=3.0, ATR=10, 門檻=492.60點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-591.0,2.0,4.0,-595.0,-119000.0
2026-03-16 10:30:00,33423.0,LONG,2026-03-16 12:45:00,33416.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-7.0,2.0,4.0,-11.0,-2200.0
2026-03-16 16:45:00,33255.0,LONG,2026-03-16 23:00:00,33603.0,"ATR移動停利(啟動: K=2 * ATR35=191.83點, 回落: K=2 * ATR25=182.40點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,348.0,2.0,4.0,344.0,68800.0
2026-03-16 23:15:00,33731.0,LONG,2026-03-17 15:30:00,33647.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-84.0,2.0,4.0,-88.0,-17600.0
2026-03-17 17:30:00,33712.0,LONG,2026-03-17 23:45:00,34022.0,"ATR移動停利(啟動: K=2 * ATR35=159.94點, 回落: K=2 * ATR25=148.32點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,310.0,2.0,4.0,306.0,61200.0
2026-03-18 00:45:00,34108.0,LONG,2026-03-18 09:45:00,34208.0,"ATR移動停利(啟動: K=2 * ATR35=157.77點, 回落: K=2 * ATR25=143.04點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,100.0,2.0,4.0,96.0,19200.0
2026-03-18 10:00:00,34340.0,LONG,2026-03-18 12:45:00,34308.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-32.0,2.0,4.0,-36.0,-7200.0
2026-03-18 15:15:00,34601.0,LONG,2026-03-18 16:15:00,34599.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-2.0,2.0,4.0,-6.0,-1200.0
2026-03-18 16:30:00,34573.0,LONG,2026-03-18 20:45:00,34350.0,"ATR停損(K=3.0, ATR=10, 門檻=222.00點)",多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-223.0,2.0,4.0,-227.0,-45400.0
2026-03-19 04:00:00,33765.0,SHORT,2026-03-19 09:00:00,33898.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-133.0,2.0,4.0,-137.0,-27400.0
2026-03-19 11:30:00,33945.0,SHORT,2026-03-19 18:15:00,33377.0,"ATR移動停利(啟動: K=2 * ATR35=260.57點, 回落: K=2 * ATR25=257.52點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,568.0,2.0,4.0,564.0,112800.0
2026-03-19 18:30:00,33290.0,SHORT,2026-03-19 23:00:00,33247.0,"ATR移動停利(啟動: K=2 * ATR35=293.94點, 回落: K=2 * ATR25=307.76點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,43.0,2.0,4.0,39.0,7800.0
2026-03-20 00:00:00,33180.0,SHORT,2026-03-20 03:30:00,33729.0,"ATR停損(K=3.0, ATR=10, 門檻=462.60點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-549.0,2.0,4.0,-553.0,-110600.0
2026-03-20 15:30:00,33429.0,SHORT,2026-03-20 16:00:00,33681.0,突破KAMA,空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-252.0,2.0,4.0,-256.0,-51200.0
2026-03-20 17:45:00,33426.0,SHORT,2026-03-20 20:15:00,33378.0,"ATR移動停利(啟動: K=2 * ATR35=238.97點, 回落: K=2 * ATR25=234.00點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,48.0,2.0,4.0,44.0,8800.0
2026-03-20 21:30:00,33338.0,SHORT,2026-03-23 09:30:00,32667.0,"ATR移動停利(啟動: K=2 * ATR35=280.11點, 回落: K=2 * ATR25=266.88點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,671.0,2.0,4.0,667.0,133400.0
2026-03-23 09:45:00,32600.0,SHORT,2026-03-23 12:30:00,32609.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-9.0,2.0,4.0,-13.0,-2600.0
2026-03-23 13:00:00,32584.0,SHORT,2026-03-23 17:45:00,32504.0,"ATR移動停利(啟動: K=2 * ATR35=314.74點, 回落: K=2 * ATR25=289.04點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,80.0,2.0,4.0,76.0,15200.0
2026-03-23 18:00:00,32368.0,SHORT,2026-03-23 19:15:00,32372.0,保利回本出場(獲利曾>= 50 點後回到成本),空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-4.0,2.0,4.0,-8.0,-1600.0
2026-03-23 21:45:00,33354.0,LONG,2026-03-24 00:15:00,33262.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-92.0,2.0,4.0,-96.0,-19200.0
2026-03-24 01:45:00,33383.0,LONG,2026-03-24 09:15:00,33314.0,保利回本出場(獲利曾>= 50 點後回到成本),多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-69.0,2.0,4.0,-73.0,-14600.0
2026-03-24 10:30:00,32513.0,SHORT,2026-03-24 15:30:00,33204.0,"ATR停損(K=3.0, ATR=10, 門檻=584.70點)",空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-691.0,2.0,4.0,-695.0,-139000.0
2026-03-24 17:45:00,33037.0,SHORT,2026-03-24 18:00:00,33143.0,突破KAMA,空：收盤<PUBU5<PUBU10<KAMA 且 ADX>=10.0,-106.0,2.0,4.0,-110.0,-22000.0
2026-03-24 19:30:00,33190.0,LONG,2026-03-24 20:30:00,33096.0,跌破KAMA,多：收盤>PUBU5>PUBU10>KAMA 且 ADX>=10.0,-94.0,2.0,4.0,-98.0,-19600.0
